product,product_group,process,company,location,capacity_kt,year_built,naphtha_gj_per_year,electricity_kwh_per_year,lng_gj_per_year,fuel_gas_gj_per_year,byproduct_gas_gj_per_year,lpg_gj_per_year,fuel_oil_gj_per_year,diesel_gj_per_year,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt,capex_musd_per_kt,initial_capex_musd,facility_age,remaining_life,book_value_musd,depreciated_musd,emission_intensity,stranding_risk,facility_id,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,retirement_assumed,retirement_loss_musd,retrofit_capex_musd,operational_stranding,operational_loss_musd,total_stranded_musd
Propylene,Olefins,Naphtha Cracker,Lotte Chemical,Daesan,550,1997,13967027.027027018,26864611.210094687,2163757.7051767367,2839931.9880444645,676174.2828677298,0.0,0.0,0.0,757.0128648648644,120.89075044542608,32.23998980713338,42.31498662186252,10.074996814729174,0,0,0,962.5335885540156,1.2,660.0,28,2,44.0,616.0,1.7500610700982102,High,11,0.0,0.0,82.53632067611912,0.0,0.8562218863355786,False,0.0,469.8575454096643,False,0.0,469.8575454096643
Propylene,Olefins,Naphtha Cracker,HDHyundai Oilbank,Daesan,420,2011,10665729.729729723,20514794.014981396,1652324.0657713262,2168675.336324864,516351.27055353904,0.0,0.0,0.0,578.082551351351,92.31657306741629,24.61962857999276,32.313262511240474,7.6936339312477315,0,0,0,735.0256494412482,1.2,504.0,14,16,268.8,235.2,1.75006107009821,High,12,0.0,0.0,82.53632067611912,0.0,0.6248105657043408,True,268.8,358.8003074037436,False,0.0,627.6003074037436
Propylene,Olefins,Naphtha Cracker,HD Hyundai Chemical,Daesan,451,2021,11452962.162162151,22028981.192277644,1774281.318244924,2328744.230196461,554462.9119515384,0.0,0.0,0.0,620.7505491891887,99.1304153652494,26.436791641849368,34.698289029927274,8.261497388077922,0,0,0,789.2775426142928,1.2,541.1999999999999,4,26,469.03999999999996,72.15999999999997,1.7500610700982102,High,13,0.0,0.0,82.53632067611912,0.0,0.4771280683560421,False,0.0,385.28318723592463,True,140.712,525.9951872359246
Propylene,Olefins,Naphtha Cracker,LG Chem,Daesan,680,1991,17268324.324324314,33214428.405207973,2675191.344582147,3511188.639764065,835997.2951819204,0.0,0.0,0.0,935.9431783783778,149.4649278234359,39.86035103427399,52.31671073248457,12.456359698210614,0,0,0,1190.0415276667827,1.2,816.0,34,0,0.0,816.0,1.7500610700982098,High,14,0.0,0.0,82.53632067611912,0.0,0.5123446638775594,False,0.0,580.9147834155849,True,0.0,580.9147834155849
Propylene,Olefins,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1064,1991,27019848.64864863,51970811.50461954,4185887.633287359,5493977.518689655,1308089.8854022992,0.0,0.0,0.0,1464.4757967567557,233.8686517707879,62.36972573598166,81.86026502847587,19.490539292494255,0,0,0,1862.0649785844955,1.2,1276.8,34,0,0.0,1276.8,1.75006107009821,High,15,0.0,0.0,82.53632067611913,0.0,0.7724930630526395,False,0.0,908.9607787561505,True,0.0,908.9607787561505
Propylene,Olefins,Naphtha Cracker,Lotte Chemical,Yeosu,641,1992,16277935.135135124,31309483.246673983,2521761.252760524,3309811.644248185,788050.3914876633,0.0,0.0,0.0,882.2640843243237,140.89267461003294,37.5742426661318,49.31619349929796,11.741950833166182,0,0,0,1121.7891459329526,1.2,769.1999999999999,33,0,0.0,769.1999999999999,1.75006107009821,High,16,0.0,0.0,82.53632067611912,0.0,1.2087244398353063,False,0.0,547.5976120138087,False,0.0,547.5976120138087
Propylene,Olefins,Naphtha Cracker,LG Chem,Yeosu,1300,2021,33012972.97297295,63498171.95113289,5114336.394054105,6712566.517196007,1598230.1231419067,0.0,0.0,0.0,1789.303135135134,285.741773780098,76.20361227140616,100.01724110622052,23.81362883481441,0,0,0,2275.0793911276733,1.2,1560.0,4,26,1352.0,208.0,1.7500610700982102,High,17,0.0,0.0,82.53632067611912,0.0,0.7281883138481499,False,0.0,1110.5723800592066,True,405.59999999999997,1516.1723800592065
Propylene,Olefins,Naphtha Cracker,Yeochon NCC,Yeosu,1289,1979,32733632.43243241,62960879.72693099,5071061.23995057,6655767.877435118,1584706.637484552,0.0,0.0,0.0,1774.1628778378365,283.32395877118944,75.5588124752635,99.17094137378326,23.612128898519828,0,0,0,2255.8287193565925,1.2,1546.8,46,0,0.0,1546.8,1.7500610700982098,High,18,0.0,0.0,82.53632067611913,0.0,1.4768249734829877,False,0.0,1101.1752291510131,True,0.0,1101.1752291510131
Propylene,Olefins,Naphtha Cracker,GS Caltex,Yeosu,970,2021,24632756.756756738,47379405.22507608,3816081.770948063,5008607.324369328,1192525.5534212687,0.0,0.0,0.0,1335.0954162162152,213.20732351284235,56.85961838712614,74.62824913310298,17.768630745976907,0,0,0,1697.5592379952636,1.2,1164.0,4,26,1008.8000000000001,155.19999999999993,1.75006107009821,High,19,0.0,0.0,82.53632067611912,0.0,1.4643287621689005,True,1008.8000000000001,828.6578528134077,False,0.0,1837.4578528134077
Propylene,Olefins,Naphtha Cracker,Daehan Oil Chemical,Onsan,560,1991,14220972.972972965,27353058.68664186,2203098.7543617683,2891567.1150998184,688468.3607380522,0.0,0.0,0.0,770.7767351351346,123.08876408988836,32.82617143999035,43.084350014987294,10.258178574996975,0,0,0,980.0341992549976,1.2,672.0,34,0,0.0,672.0,1.75006107009821,High,20,0.0,0.0,82.53632067611912,0.0,1.1019386340603827,False,0.0,478.40040987165804,False,0.0,478.40040987165804
Propylene,Olefins,Naphtha Cracker,S-Oil,Onsan,840,2018,21331459.459459446,41029588.02996279,3304648.1315426524,4337350.672649728,1032702.541107078,0.0,0.0,0.0,1156.165102702702,184.63314613483257,49.23925715998552,64.62652502248095,15.387267862495465,0,0,0,1470.0512988824964,1.2,1008.0,7,23,772.8000000000001,235.19999999999993,1.75006107009821,High,21,0.0,0.0,82.53632067611912,0.0,0.636170757808056,False,0.0,717.6006148074872,True,231.84,949.4406148074872
Propylene,Olefins,Naphtha Cracker,SK Advanced,Ulsan,600,2016,15236756.756756743,29306848.592830565,2360462.951101895,3098107.623321234,737644.6722193416,0.0,0.0,0.0,825.8322162162156,131.88081866773751,35.170897971418235,46.16180358748638,10.99090561606819,0,0,0,1050.0366420589255,1.2,720.0,9,21,503.99999999999994,216.00000000000006,1.750061070098209,High,22,0.0,0.0,82.53632067611912,0.0,0.9542561367120842,True,503.99999999999994,512.5718677196337,False,0.0,1016.5718677196337
Propylene,Olefins,Naphtha Cracker,SK Energy,Ulsan,620,1996,15744648.648648638,30283743.545924917,2439145.049471958,3201377.8774319417,762232.8279599863,0.0,0.0,0.0,853.3599567567561,136.27684595666213,36.343261237132175,47.70053037373593,11.357269136603795,0,0,0,1085.03786346089,1.2,744.0,29,1,24.8,719.2,1.7500610700982098,High,23,0.0,0.0,82.53632067611913,0.0,0.6816115262229172,False,0.0,529.6575966436216,True,7.4399999999999995,537.0975966436216
Propylene,Olefins,Naphtha Cracker,SK Geocentric,Ulsan,380,1989,9649945.94594594,18561004.108792692,1494959.8690311995,1962134.8281034485,467174.9590722497,0.0,0.0,0.0,523.0270702702699,83.5245184895671,22.274902048564876,29.23580893874138,6.9609068901765205,0,0,0,665.0232066373196,1.2,456.0,36,0,0.0,456.0,1.7500610700982095,High,24,0.0,0.0,82.53632067611913,0.0,0.7043319104303478,False,0.0,324.628849555768,False,0.0,324.628849555768
Propylene,Olefins,Naphtha Cracker,Taekwang Industrial,Ulsan,300,1997,7618378.378378373,14653424.296415282,1180231.4755509477,1549053.811660617,368822.3361096708,0.0,0.0,0.0,412.9161081081078,65.94040933386876,17.585448985709117,23.08090179374319,5.495452808034095,0,0,0,525.0183210294629,1.2,360.0,28,2,24.0,336.0,1.7500610700982095,High,25,0.0,0.0,82.53632067611912,0.0,0.4316872999411808,False,0.0,256.28593385981685,False,0.0,256.28593385981685
Propylene,Olefins,Naphtha Cracker,Hyosung Chemical,Ulsan,500,1991,12697297.297297288,24422373.8273588,1967052.459251579,2581756.3527676947,614703.893516118,0.0,0.0,0.0,688.1935135135129,109.9006822231146,29.30908164284852,38.46816965623865,9.15908801339016,0,0,0,875.0305350491047,1.2,600.0,34,0,0.0,600.0,1.7500610700982095,High,26,0.0,0.0,82.53632067611913,0.0,0.3408057631114586,False,0.0,427.14322309969475,True,0.0,427.14322309969475
Butadiene,Olefins,Naphtha Cracker,Lotte Chemical,Daesan,190,1997,5510000.0,19410200.375208057,791449.3424282819,1011296.3819916938,219847.03956341185,0.0,0.0,0.0,298.642,87.34590168843623,11.7925952021814,15.068316091676238,3.275720889494836,0,0,0,416.12453387178874,1.2,228.0,28,2,15.2,212.8,2.1901291256409934,High,27,0.0,0.0,82.53632067611912,0.0,0.5680096051857642,False,0.0,185.3590653327689,False,0.0,185.3590653327689
Butadiene,Olefins,Naphtha Cracker,HD Hyundai Chemical,Daesan,163,2021,4727000.0,16651908.742941646,678980.2253463682,867585.8434981372,188605.61815176907,0.0,0.0,0.0,256.2034,74.9335893432374,10.116805357660883,12.927029068122245,2.810223710461359,0,0,0,356.99104747948184,1.2,195.6,4,26,169.52,26.079999999999984,2.190129125640993,High,28,0.0,0.0,82.53632067611912,0.0,0.2464881187935756,False,0.0,159.01856657495435,True,50.856,209.87456657495434
Butadiene,Olefins,Naphtha Cracker,LG Chem,Daesan,200,1991,5800000.0,20431789.868640058,833104.5709771388,1064522.5073596777,231417.93638253873,0.0,0.0,0.0,314.36,91.94305440888024,12.413258107559368,15.861385359659195,3.448127252099827,0,0,0,438.0258251281987,1.2,240.0,34,0,0.0,240.0,2.1901291256409934,High,29,0.0,0.0,82.53632067611913,0.0,0.2114608598071201,False,0.0,195.114805613441,True,0.0,195.114805613441
Butadiene,Olefins,Naphtha Cracker,Hanwha TotalEnergies,Daesan,150,1991,4350000.0,15323842.40148004,624828.4282328541,798391.8805197583,173563.45228690404,0.0,0.0,0.0,235.77,68.95729080666018,9.309943580669524,11.896039019744398,2.58609543907487,0,0,0,328.519368846149,1.2,180.0,34,0,0.0,180.0,2.1901291256409934,High,30,0.0,0.0,82.53632067611913,0.0,0.2594611776774481,False,0.0,146.33610421008072,True,0.0,146.33610421008072
Butadiene,Olefins,Naphtha Cracker,Kumho Petrochemical,Yeosu,147,1992,4263000.0,15017365.55345044,612331.859668197,782424.042909363,170092.18324116597,0.0,0.0,0.0,231.0546,67.57814499052698,9.123744709056137,11.658118239349507,2.5343735302933728,0,0,0,321.948981469226,1.2,176.4,33,0,0.0,176.4,2.1901291256409934,High,31,0.0,0.0,82.53632067611913,0.0,0.194595883258086,False,0.0,143.40938212587912,True,0.0,143.40938212587912
Butadiene,Olefins,Naphtha Cracker,Lotte GS Chemical,Yeosu,130,2022,3770000.0,13280663.414616035,541517.9711351402,691939.6297837904,150421.6586486502,0.0,0.0,0.0,204.334,59.76298536577216,8.068617769913589,10.309900483778478,2.2412827138648876,0,0,0,284.71678633332914,1.2,156.0,3,27,140.4,15.599999999999994,2.1901291256409934,High,32,0.0,0.0,82.53632067611912,0.0,0.1907039655929243,False,0.0,126.82462364873662,True,42.12,168.9446236487366
Butadiene,Olefins,Naphtha Cracker,Lotte Chemical,Yeosu,160,2011,4640000.0,16345431.894912044,666483.656781711,851618.0058877422,185134.34910603095,0.0,0.0,0.0,251.488,73.5544435271042,9.930606486047497,12.689108287727358,2.7585018016798615,0,0,0,350.42066010255894,1.2,192.0,14,16,102.4,89.6,2.1901291256409934,High,33,0.0,0.0,82.53632067611913,0.0,0.1686497654903412,False,0.0,156.09184449075275,True,30.72,186.81184449075275
Butadiene,Olefins,Naphtha Cracker,LG Chem,Yeosu,306,1991,8874000.0,31260638.499019284,1274649.9935950222,1628719.4362603067,354069.44266528427,0.0,0.0,0.0,480.9708,140.67287324558677,18.99228490456583,24.26791960027857,5.275634695712736,0,0,0,670.1795124461439,1.2,367.2,34,0,0.0,367.2,2.1901291256409934,High,34,0.0,0.0,82.53632067611912,0.0,0.2075689421419584,False,0.0,298.52565258856464,True,0.0,298.52565258856464
Butadiene,Olefins,Naphtha Cracker,Yeochon NCC,Yeosu,378,1992,10962000.0,38616082.851729706,1574567.6391467922,2011947.5389097908,437379.8997629982,0.0,0.0,0.0,594.1404,173.77237283278365,23.46105782328721,29.978018329755884,6.516960506468673,0,0,0,827.8688094922953,1.2,453.59999999999997,33,0,0.0,453.59999999999997,2.190129125640993,High,35,0.0,0.0,82.53632067611912,0.0,0.3969756018464955,False,0.0,368.7669826094034,True,0.0,368.7669826094034
Butadiene,Olefins,Naphtha Cracker,Kumho Petrochemical,Ulsan,90,1979,2610000.0,9194305.440888025,374897.0569397124,479035.1283118549,104138.07137214244,0.0,0.0,0.0,141.462,41.374374483996114,5.585966148401716,7.137623411846638,1.5516572634449224,0,0,0,197.1116213076894,1.2,108.0,46,0,0.0,108.0,2.1901291256409934,High,36,0.0,0.0,82.53632067611913,0.0,0.4903816258103769,False,0.0,87.80166252604842,False,0.0,87.80166252604842
Butadiene,Olefins,Naphtha Cracker,Daehan Oil Chemical,Ulsan,146,2023,4234000.0,14915206.604107242,608166.3368133113,777101.4303725647,168935.0935592533,0.0,0.0,0.0,229.4828,67.11842971848257,9.06167841851834,11.578811312551212,2.517132894032874,0,0,0,319.75885234358503,1.2,175.2,2,28,163.51999999999998,11.680000000000007,2.1901291256409934,High,37,0.0,0.0,82.53632067611913,0.0,0.1167575299548516,False,0.0,142.4338080978119,True,49.05599999999999,191.48980809781187
Butadiene,Olefins,Naphtha Cracker,SK Geocentric,Ulsan,130,1989,3770000.0,13280663.414616035,541517.9711351402,691939.6297837904,150421.6586486502,0.0,0.0,0.0,204.334,59.76298536577216,8.068617769913589,10.309900483778478,2.2412827138648876,0,0,0,284.71678633332914,1.2,156.0,36,0,0.0,156.0,2.1901291256409934,High,38,0.0,0.0,82.53632067611913,0.0,0.1894066597045371,False,0.0,126.82462364873662,True,0.0,126.82462364873662
Benzene,Aromatics,BTX Plant,OCI,Gwangyang,200,1995,0.0,1869235.9938125336,508119.637973375,635149.5474667185,127029.90949334372,0.0,0.0,0.0,0.0,8.4115619721564,7.5709826058032865,9.463728257254106,1.8927456514508216,0,0,0,27.33901848666461,0.4,80.0,30,0,0.0,80.0,0.13669509243332306,High,39,0.0,0.0,82.53632067611913,0.0,0.1686497654903412,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,Lotte Chemical,Daesan,240,2011,0.0,2243083.1925750403,609743.5655680499,762179.4569600621,152435.89139201245,0.0,0.0,0.0,0.0,10.09387436658768,9.085179126963943,11.356473908704926,2.2712947817409854,0,0,0,32.80682218399753,0.4,96.0,14,16,51.2,44.8,0.13669509243332306,High,40,60.35450875149269,0.0,0.0,226.8807489027021,0.0554556458051703,True,51.2,0.0,False,0.0,51.2
Benzene,Aromatics,BTX Plant,HD Hyundai Chemical,Daesan,410,2016,0.0,3831933.7873156937,1041645.2578454186,1302056.5723067727,260411.3144613546,0.0,0.0,0.0,0.0,17.24370204292062,15.52051434189674,19.40064292737091,3.880128585474184,0,0,0,56.04498789766245,0.4,164.0,9,21,114.8,49.2,0.13669509243332306,High,41,60.35450875149269,0.0,0.0,226.88074890270204,0.0665467749662044,True,114.8,0.0,False,0.0,114.8
Benzene,Aromatics,BTX Plant,HDHyundai Oilbank,Daesan,338,1997,0.0,3159008.8295431817,858722.1881750036,1073402.7352187545,214680.54704375088,0.0,0.0,0.0,0.0,14.215539732944316,12.794960603807557,15.99370075475944,3.198740150951888,0,0,0,46.2029412424632,0.4,135.20000000000002,28,2,9.013333333333334,126.18666666666668,0.13669509243332306,High,42,60.35450875149267,0.0,0.0,226.88074890270204,0.1136840739005992,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,LG Chem,Daesan,270,1991,0.0,2523468.5916469204,685961.5112640562,857451.88908007,171490.37781601402,0.0,0.0,0.0,0.0,11.35560866241114,10.220826517834436,12.776033147293042,2.555206629458609,0,0,0,36.907674956997226,0.4,108.0,34,0,0.0,108.0,0.13669509243332306,High,43,60.35450875149269,0.0,0.0,226.88074890270204,0.0937200414107379,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,Hanwha TotalEnergies,Daesan,1267,1991,0.0,11841610.0208024,3218937.9065613304,4023672.3832016615,804734.4766403325,0.0,0.0,0.0,0.0,53.28724509361079,47.96217480776382,59.95271850970475,11.990543701940954,0,0,0,173.19268211302034,0.4,506.8,34,0,0.0,506.8,0.1366950924333231,High,44,60.35450875149267,0.0,0.0,226.8807489027021,0.07486512183698,False,0.0,0.0,True,0.0,0.0
Benzene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,235,1992,0.0,2196352.2927297265,597040.5746187156,746300.7182733942,149260.14365467886,0.0,0.0,0.0,0.0,9.883585317283767,8.895904561818863,11.119880702273573,2.2239761404547154,0,0,0,32.12334672183092,0.4,94.0,33,0,0.0,94.0,0.13669509243332306,High,45,60.35450875149269,0.0,0.0,226.8807489027021,0.3513115161757544,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,LG Chem,Yeosu,630,1992,0.0,5888093.380509481,1600576.859616131,2000721.074520163,400144.2149040327,0.0,0.0,0.0,0.0,26.496420212292666,23.84859520828035,29.81074401035043,5.962148802070088,0,0,0,86.11790823299354,0.4,252.0,33,0,0.0,252.0,0.1366950924333231,High,46,60.35450875149269,0.0,0.0,226.88074890270204,0.0651603838210751,False,0.0,0.0,True,0.0,0.0
Benzene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,457,1979,0.0,4271204.245861639,1161053.3727691618,1451316.7159614516,290263.3431922904,0.0,0.0,0.0,0.0,19.220419106377378,17.29969525426051,21.624619067825627,4.3249238135651265,0,0,0,62.46965724202864,0.4,182.8,46,0,0.0,182.8,0.13669509243332306,High,47,60.35450875149269,0.0,0.0,226.8807489027021,0.1746852842862866,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,GS Caltex,Yeosu,930,1990,0.0,8691947.371228281,2362756.3165761936,2953445.3957202407,590689.0791440483,0.0,0.0,0.0,0.0,39.113763170527264,35.205069116985285,44.00633639623159,8.80126727924632,0,0,0,127.12643596299046,0.4,372.0,35,0,0.0,372.0,0.13669509243332306,High,48,60.35450875149269,0.0,0.0,226.88074890270204,0.1267161506648143,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,210,2008,0.0,1962697.7935031604,533525.6198720437,666907.0248400545,133381.4049680109,0.0,0.0,0.0,0.0,8.83214007076422,7.949531736093452,9.936914670116812,1.9873829340233624,0,0,0,28.70596941099785,0.4,84.0,17,13,36.4,47.6,0.1366950924333231,High,49,60.35450875149267,0.0,0.0,226.88074890270204,0.2578687529940422,True,36.4,0.0,False,0.0,36.4
Benzene,Aromatics,BTX Plant,S-Oil,Onsan,672,1991,0.0,6280632.939210112,1707281.9835905398,2134102.479488174,426820.4958976349,0.0,0.0,0.0,0.0,28.262848226445502,25.43850155549904,31.798126944373795,6.359625388874759,0,0,0,91.8591021151931,0.4,268.8,34,0,0.0,268.8,0.13669509243332306,High,50,60.35450875149267,0.0,0.0,226.88074890270204,0.0582284280954288,False,0.0,0.0,True,0.0,0.0
Benzene,Aromatics,BTX Plant,Lotte Chemical,Ulsan,110,1986,0.0,1028079.7965968936,279465.8008853562,349332.25110669516,69866.45022133905,0.0,0.0,0.0,0.0,4.62635908468602,4.164040433191808,5.205050541489758,1.041010108297952,0,0,0,15.036460167665537,0.4,44.0,39,0,0.0,44.0,0.13669509243332306,High,51,60.35450875149269,0.0,0.0,226.88074890270204,0.1863309699053724,False,0.0,0.0,False,0.0,0.0
Benzene,Aromatics,BTX Plant,SK Geocentric,Ulsan,603,1972,0.0,5635746.521344788,1531980.7084897254,1914975.885612156,382995.1771224313,0.0,0.0,0.0,0.0,25.360859346051548,22.82651255649691,28.533140695621128,5.706628139124226,0,0,0,82.42714073729381,0.4,241.20000000000002,53,0,0.0,241.20000000000002,0.13669509243332306,High,52,60.35450875149269,0.0,0.0,226.8807489027021,0.0305006051928437,False,0.0,0.0,True,0.0,0.0
Benzene,Aromatics,BTX Plant,Ulsan Aromatics,Ulsan,600,2014,0.0,5607707.9814376,1524358.913920125,1905448.6424001555,381089.7284800312,0.0,0.0,0.0,0.0,25.2346859164692,22.712947817409862,28.391184771762315,5.678236954352465,0,0,0,82.01705545999384,0.4,240.0,11,19,152.0,88.0,0.13669509243332306,High,53,60.35450875149267,0.0,0.0,226.88074890270204,0.1671987721025886,True,152.0,0.0,False,0.0,152.0
Benzene,Aromatics,BTX Plant,SK Incheon Petrochemical,Incheon,600,2006,0.0,5607707.9814376,1524358.913920125,1905448.6424001555,381089.7284800312,0.0,0.0,0.0,0.0,25.2346859164692,22.712947817409862,28.391184771762315,5.678236954352465,0,0,0,82.01705545999384,0.4,240.0,19,11,88.0,152.0,0.13669509243332306,High,54,60.35450875149269,0.0,0.0,226.88074890270204,0.1663669374155111,True,88.0,0.0,False,0.0,88.0
Toluene,Aromatics,BTX Plant,OCI,Gwangyang,40,1995,0.0,274154.6124258383,135498.5701262333,169373.21265779156,33874.64253155832,0.0,0.0,0.0,0.0,1.2336957559162722,2.018928694880876,2.523660868601094,0.504732173720219,0,0,0,6.281017493118462,0.4,16.0,30,0,0.0,16.0,0.15702543732796154,High,55,60.35450875149269,0.0,0.0,226.88074890270204,0.1663669374155111,False,0.0,0.0,False,0.0,0.0
