year,category,value,unit,figure_type
2040,OPEX,0.20897785912499997,billion_USD,stacked_bar
2041,OPEX,0.20707937328749995,billion_USD,stacked_bar
2042,OPEX,0.20667826794999997,billion_USD,stacked_bar
2043,OPEX,0.2055707348625,billion_USD,stacked_bar
2044,OPEX,0.20496065152499998,billion_USD,stacked_bar
2045,OPEX,0.20329132906249997,billion_USD,stacked_bar
2046,OPEX,0.20241372409999997,billion_USD,stacked_bar
2047,OPEX,0.20193123326249995,billion_USD,stacked_bar
2048,OPEX,0.20050801137499996,billion_USD,stacked_bar
2049,OPEX,0.19974163326249997,billion_USD,stacked_bar
2050,OPEX,0.19917229499999997,billion_USD,stacked_bar
2025,New Energy,0.0,billion_USD,stacked_bar
2026,New Energy,3.261418851510664,billion_USD,stacked_bar
2027,New Energy,3.319563719480718,billion_USD,stacked_bar
2028,New Energy,3.531558877136834,billion_USD,stacked_bar
2029,New Energy,7.22490058231797,billion_USD,stacked_bar
2030,New Energy,7.387413380803183,billion_USD,stacked_bar
2031,New Energy,8.400847611586025,billion_USD,stacked_bar
2032,New Energy,11.172656124699,billion_USD,stacked_bar
2033,New Energy,11.305523623574487,billion_USD,stacked_bar
2034,New Energy,11.847923345370253,billion_USD,stacked_bar
2035,New Energy,12.489662624038555,billion_USD,stacked_bar
2036,New Energy,12.863653689072176,billion_USD,stacked_bar
2037,New Energy,13.23208326363071,billion_USD,stacked_bar
2038,New Energy,15.025341636952321,billion_USD,stacked_bar
2039,New Energy,15.810360976314382,billion_USD,stacked_bar
2040,New Energy,16.104865827331956,billion_USD,stacked_bar
2041,New Energy,16.438944261998657,billion_USD,stacked_bar
2042,New Energy,16.92598396673241,billion_USD,stacked_bar
2043,New Energy,17.393536029320117,billion_USD,stacked_bar
2044,New Energy,17.985640133343185,billion_USD,stacked_bar
2045,New Energy,18.384649878600964,billion_USD,stacked_bar
2046,New Energy,18.85715961758317,billion_USD,stacked_bar
2047,New Energy,19.4708242361667,billion_USD,stacked_bar
2048,New Energy,20.02454734246582,billion_USD,stacked_bar
2049,New Energy,20.488274133920708,billion_USD,stacked_bar
2050,New Energy,21.03399869605114,billion_USD,stacked_bar
2025,Fuel Savings,-0.0,billion_USD,stacked_bar
2026,Fuel Savings,-0.4431802215051521,billion_USD,stacked_bar
2027,Fuel Savings,-0.4645061209970241,billion_USD,stacked_bar
2028,Fuel Savings,-0.5023459221467047,billion_USD,stacked_bar
2029,Fuel Savings,-1.241705308114233,billion_USD,stacked_bar
2030,Fuel Savings,-1.2806387451352919,billion_USD,stacked_bar
2031,Fuel Savings,-1.393786312388065,billion_USD,stacked_bar
2032,Fuel Savings,-1.8782151889965801,billion_USD,stacked_bar
2033,Fuel Savings,-1.8802056062824883,billion_USD,stacked_bar
2034,Fuel Savings,-1.9299400470293222,billion_USD,stacked_bar
2035,Fuel Savings,-1.9916833488784438,billion_USD,stacked_bar
2036,Fuel Savings,-2.0272189568776695,billion_USD,stacked_bar
2037,Fuel Savings,-2.0460928092130657,billion_USD,stacked_bar
2038,Fuel Savings,-2.6938422455068283,billion_USD,stacked_bar
2039,Fuel Savings,-2.83086554100347,billion_USD,stacked_bar
2040,Fuel Savings,-2.8509570612314734,billion_USD,stacked_bar
2041,Fuel Savings,-2.875513363732366,billion_USD,stacked_bar
2042,Fuel Savings,-2.91834483185479,billion_USD,stacked_bar
2043,Fuel Savings,-2.954885015865416,billion_USD,stacked_bar
2044,Fuel Savings,-2.9991370965292146,billion_USD,stacked_bar
2045,Fuel Savings,-3.032521491251502,billion_USD,stacked_bar
2046,Fuel Savings,-3.077554908813056,billion_USD,stacked_bar
2047,Fuel Savings,-3.13000595328707,billion_USD,stacked_bar
2048,Fuel Savings,-3.17996656216102,billion_USD,stacked_bar
2049,Fuel Savings,-3.2424269731879427,billion_USD,stacked_bar
2050,Fuel Savings,-3.292884397036718,billion_USD,stacked_bar
