FacilityID,Company,Process,Capacity_kt,Emissions_kt_CO2,Age,Integration_Level,Primary_Technology,Primary_Priority,Total_CAPEX_Estimate_MUSD,Technology_Count
HD현대케미칼_대산_Butadiene_2021,HD Hyundai Chemical,Naphtha Cracker,163.0,62.3134640059874,32,Medium,GREEN_HYDROGEN,HIGH,2224.9500000000003,3
LG화학_대산_Butadiene_1991,LG Chem,Naphtha Cracker,200.0,76.45823804415632,25,Low,GREEN_HYDROGEN,HIGH,2520.0,3
한화토탈에너지스_대산_Butadiene_1991,Other Companies,Naphtha Cracker,150.0,57.34367853311725,5,High,GREEN_HYDROGEN,HIGH,1204.875,3
금호석유화학_여수_Butadiene_1992,Other Companies,Naphtha Cracker,147.0,56.1968049624549,16,Medium,GREEN_HYDROGEN,HIGH,1543.5,3
롯데GS화학_여수_Butadiene_2022,Other Companies,Naphtha Cracker,130.0,49.69785472870161,30,Medium,GREEN_HYDROGEN,HIGH,1774.5,3
롯데케미칼_여수_Butadiene_2011,Other Companies,Naphtha Cracker,160.0,61.166590435325055,26,High,GREEN_HYDROGEN,HIGH,1856.3999999999999,3
LG화학_여수_Butadiene_1991,LG Chem,Naphtha Cracker,306.0,116.98110420755916,33,Medium,GREEN_HYDROGEN,HIGH,4176.900000000001,3
여천NCC_여수_Butadiene_1992,Other Companies,Naphtha Cracker,378.0,144.50606990345548,16,Medium,GREEN_HYDROGEN,HIGH,3969.0,3
금호석유화학_울산_Butadiene_1979,Other Companies,Naphtha Cracker,90.0,34.406207119870345,29,Medium,GREEN_HYDROGEN,HIGH,1228.5,3
대한유화_울산_Butadiene_2023,Other Companies,Naphtha Cracker,146.0,55.81451377223412,21,Medium,GREEN_HYDROGEN,HIGH,1533.0,3
SK지오센트릭_울산_Butadiene_1989,SK Chemicals,Naphtha Cracker,130.0,49.69785472870161,31,Medium,GREEN_HYDROGEN,HIGH,1774.5,3
OCI_광양_벤젠_1995,OCI Company,BTX Plant,200.0,64.63337930392527,31,High,ELECTRICITY,HIGH,1723.8,3
롯데케미칼_대산_벤젠_2011,Other Companies,BTX Plant,240.0,77.56005516471033,14,Low,ELECTRICITY,HIGH,2246.4,3
HD현대케미칼_대산_벤젠_2016,HD Hyundai Chemical,BTX Plant,410.0,132.49842757304677,32,Medium,ELECTRICITY,HIGH,4157.4,3
HD현대오일뱅크_대산_벤젠_1997,HD Hyundai Chemical,BTX Plant,338.0,109.23041102363366,32,High,ELECTRICITY,HIGH,2913.222,3
LG화학_대산_벤젠_1991,LG Chem,BTX Plant,270.0,87.2550620602991,20,High,ELECTRICITY,HIGH,1790.1,3
한화토탈에너지스_대산_벤젠_1991,Other Companies,BTX Plant,1267.0,409.4524578903665,19,Medium,ELECTRICITY,HIGH,9882.6,3
롯데케미칼_여수_벤젠_1992,Other Companies,BTX Plant,235.0,75.94422068211217,34,Medium,ELECTRICITY,HIGH,2382.9,3
LG화학_여수_벤젠_1992,LG Chem,BTX Plant,630.0,203.59514480736456,34,High,ELECTRICITY,HIGH,5429.969999999999,3
여천NCC_여수_벤젠_1979,Other Companies,BTX Plant,457.0,147.6872717094692,19,Medium,ELECTRICITY,HIGH,3564.6,3
GS칼텍스_여수_벤젠_1990,Other Companies,BTX Plant,930.0,300.5452137632524,34,High,ELECTRICITY,HIGH,8015.669999999999,3
대한유화_온산_벤젠_2008,Other Companies,BTX Plant,210.0,67.86504826912152,23,Medium,ELECTRICITY,HIGH,1638.0,3
S-Oil_온산_벤젠_1991,Other Companies,BTX Plant,672.0,217.16815446118883,16,High,ELECTRICITY,HIGH,4455.36,3
롯데케미칼_울산_벤젠_1986,Other Companies,BTX Plant,110.0,35.5483586171589,27,Medium,ELECTRICITY,HIGH,1115.4,3
SK지오센트릭_울산_벤젠_1972,SK Chemicals,BTX Plant,603.0,194.86963860133463,24,Medium,ELECTRICITY,HIGH,4703.4,3
울산아로마틱스_울산_벤젠_2014,Other Companies,BTX Plant,600.0,193.90013791177577,29,Low,ELECTRICITY,HIGH,7300.8,3
SK인천석유화학_인천_벤젠_2006,SK Chemicals,BTX Plant,600.0,193.90013791177577,7,High,ELECTRICITY,HIGH,3580.2,3
OCI_광양_톨루엔_1995,OCI Company,BTX Plant,40.0,22.874800726325457,9,Medium,ELECTRICITY,HIGH,280.8,3
롯데케미칼_대산_톨루엔_2011,Other Companies,BTX Plant,120.0,68.62440217897637,23,High,ELECTRICITY,HIGH,795.6,3
LG화학_대산_톨루엔_2011,LG Chem,BTX Plant,100.0,57.18700181581364,11,Low,ELECTRICITY,HIGH,936.0,3
롯데케미칼_여수_톨루엔_1992,Other Companies,BTX Plant,220.0,125.81140399479,25,Low,ELECTRICITY,HIGH,2059.2,3
LG화학_여수_톨루엔_1992,LG Chem,BTX Plant,112.0,64.04944203371127,13,High,ELECTRICITY,HIGH,742.56,3
여천NCC_여수_톨루엔_1979,Other Companies,BTX Plant,282.0,161.26734512059448,11,Medium,ELECTRICITY,HIGH,2199.6,3
GS칼텍스_여수_톨루엔_1990,Other Companies,BTX Plant,170.0,97.21790308688318,22,Low,ELECTRICITY,HIGH,1591.2,3
대한유화_온산_톨루엔_2008,Other Companies,BTX Plant,78.0,44.60586141633464,8,Medium,ELECTRICITY,HIGH,547.5600000000001,3
S-Oil_온산_톨루엔_1991,Other Companies,BTX Plant,300.0,171.5610054474409,29,Medium,ELECTRICITY,HIGH,3042.0,3
SK지오센트릭_울산_톨루엔_2070,SK Chemicals,BTX Plant,1506.0,861.2362473461536,32,High,ELECTRICITY,HIGH,12980.214,3
롯데케미칼_대산_자일렌_2011,Other Companies,BTX Plant,60.0,21.565424611481426,18,High,ELECTRICITY,HIGH,397.8,3
HD현대케미칼_대산_자일렌_2016,HD Hyundai Chemical,BTX Plant,1350.0,485.2220537583319,22,Low,ELECTRICITY,HIGH,12636.0,3
롯데케미칼_여수_자일렌_1992,Other Companies,BTX Plant,79.0,28.394475738450534,30,Low,ELECTRICITY,HIGH,961.272,3
LG화학_여수_자일렌_1992,LG Chem,BTX Plant,60.0,21.565424611481426,13,Medium,ELECTRICITY,HIGH,468.0,3
여천NCC_여수_자일렌_1979,Other Companies,BTX Plant,204.0,73.32244367903682,30,Medium,ELECTRICITY,HIGH,2068.56,3
GS칼텍스_여수_자일렌_1990,Other Companies,BTX Plant,350.0,125.79831023364156,25,Medium,ELECTRICITY,HIGH,2730.0,3
대한유화_온산_자일렌_2008,Other Companies,BTX Plant,47.0,16.892915945660448,6,Medium,ELECTRICITY,HIGH,329.94000000000005,3
S-Oil_온산_자일렌_1991,Other Companies,BTX Plant,450.0,161.74068458611063,24,Low,ELECTRICITY,HIGH,4212.0,3
SK지오센트릭_울산_자일렌_2070,SK Chemicals,BTX Plant,894.0,321.3248267110731,32,Low,ELECTRICITY,HIGH,10878.192000000001,3
롯데케미칼_울산_O-X_1980,Other Companies,BTX Plant,210.0,214.40941266163108,19,Medium,ELECTRICITY,HIGH,1638.0,3
SK지오센트릭_울산_O-X_1990,SK Chemicals,BTX Plant,200.0,204.19944063012483,32,Medium,ELECTRICITY,HIGH,2028.0,3
롯데케미칼_울산_M-X_1998,Other Companies,BTX Plant,360.0,418.6088532917559,11,High,ELECTRICITY,HIGH,2386.8,3
HD현대오일뱅크_대산_P-X_1997,HD Hyundai Chemical,BTX Plant,1460.0,792.9902651791926,16,High,ELECTRICITY,HIGH,9679.8,3
한화토탈에너지스_대산_P-X_1997,Other Companies,BTX Plant,2000.0,1086.288034492045,33,Low,ELECTRICITY,HIGH,24336.0,3
GS칼텍스_여수_P-X_1990,Other Companies,BTX Plant,1350.0,733.2444232821302,12,Medium,ELECTRICITY,HIGH,10530.0,3
S-Oil_온산_P-X_1997,Other Companies,BTX Plant,1900.0,1031.9736327674427,19,High,ELECTRICITY,HIGH,12597.0,3
롯데케미칼_울산_P-X_1980,Other Companies,BTX Plant,750.0,407.35801293451686,7,High,ELECTRICITY,HIGH,4475.25,3
SK지오센트릭_울산_P-X_1990,SK Chemicals,BTX Plant,830.0,450.8095343141986,18,Medium,ELECTRICITY,HIGH,6474.0,3
울산아로마틱스_울산_P-X_2014,Other Companies,BTX Plant,1000.0,543.1440172460224,21,High,ELECTRICITY,HIGH,6630.0,3
SK인천석유화학_인천_P-X_2014,SK Chemicals,BTX Plant,1500.0,814.7160258690337,8,High,ELECTRICITY,HIGH,8950.5,3
SK지오센트릭_울산_C-H_1974,SK Chemicals,Naphtha Cracker,160.0,64.14829045259394,22,Medium,GREEN_HYDROGEN,HIGH,1680.0,3
카프로_울산_C-H_2000,Other Companies,Naphtha Cracker,190.0,76.17609491245531,12,Medium,GREEN_HYDROGEN,HIGH,1995.0,3
롯데케미칼_대산_SM_2005,Other Companies,Utility,350.0,53.296871099350525,8,Medium,ELECTRICITY,HIGH,2142.0,3
LG화학_대산_SM_2006,LG Chem,Utility,577.0,87.86369892664356,6,High,ELECTRICITY,HIGH,3001.554,3
한화토탈에너지스_대산_SM_1991,Other Companies,Utility,1071.0,163.08842556401257,34,Medium,ELECTRICITY,HIGH,9467.64,3
여천NCC_여수_SM_1986,Other Companies,Utility,351.0,53.4491478739201,10,High,ELECTRICITY,HIGH,2028.78,3
SKpicglobal_울산_SM_1990,SK Chemicals,Utility,400.0,60.91070982782917,26,Medium,ELECTRICITY,HIGH,3536.0,3
LG화학_여수_EDC_1996,LG Chem,Utility,810.0,365.7747261772624,14,Medium,ELECTRICITY,HIGH,5508.0,3
한화솔루션_여수_EDC_1980,Other Companies,Utility,1586.0,716.1959453298002,8,Medium,ELECTRICITY,HIGH,9706.32,3
한화솔루션_울산_EDC_1991,Other Companies,Utility,385.0,173.85588836820497,26,Low,ELECTRICITY,HIGH,4084.08,3
LG화학_대산_VCM_1997,LG Chem,Utility,230.0,107.15641208358804,33,Medium,ELECTRICITY,HIGH,2033.2,3
LG화학_여수_VCM_1990,LG Chem,Utility,720.0,335.4461595660147,22,Medium,ELECTRICITY,HIGH,4896.0,3
한화솔루션_여수_VCM_1979,Other Companies,Utility,583.0,271.61820975970363,30,High,ELECTRICITY,HIGH,4380.662,3
한화솔루션_울산_VCM_1972,Other Companies,Utility,264.0,122.99692517420542,16,Medium,ELECTRICITY,HIGH,1795.2,3
롯데케미칼_여수_PC_2008,Other Companies,Utility,480.0,109.86372610288004,6,High,ELECTRICITY,HIGH,2496.96,3
LG화학_여수_PC_2001,LG Chem,Utility,170.0,38.91006966143667,14,High,ELECTRICITY,HIGH,982.6,3
삼양화성_전주_PC_1999,Other Companies,Utility,120.0,27.46593152572001,34,Low,ELECTRICITY,HIGH,1272.96,3
HD현대케미칼_대산_LDPE_2021,HD Hyundai Chemical,Utility,300.0,233.4250111292319,8,Medium,ELECTRICITY,HIGH,1836.0,3
LG화학_대산_LDPE_2006,LG Chem,Utility,280.0,217.86334372061643,18,Low,ELECTRICITY,HIGH,2284.8,3
한화토탈에너지스_대산_LDPE_1991,Other Companies,Utility,435.0,338.46626613738624,20,Medium,ELECTRICITY,HIGH,2958.0,3
LG화학_여수_LDPE_1990,LG Chem,Utility,180.0,140.05500667753915,19,Medium,ELECTRICITY,HIGH,1224.0,3
한화솔루션_여수_LDPE_1979,Other Companies,Utility,337.0,262.2140958351705,12,Medium,ELECTRICITY,HIGH,2291.6,3
롯데케미칼_울산_LDPE_1972,Other Companies,Utility,120.0,93.37000445169278,18,Medium,ELECTRICITY,HIGH,816.0,3
롯데케미칼_대산_LDPE_2005,Other Companies,Utility,500.0,389.0416852153865,27,Medium,ELECTRICITY,HIGH,4420.0,3
LG화학_대산_L-LDPE_2006,LG Chem,Utility,125.0,77.2911472104424,32,High,ELECTRICITY,HIGH,939.25,3
한화토탈에너지스_대산_L-LDPE_2004,Other Companies,Utility,530.0,327.7144641722758,29,Medium,ELECTRICITY,HIGH,4685.2,3
DL케미칼_여수_L-LDPE_2010,Other Companies,Utility,10.0,6.183291776835391,34,High,ELECTRICITY,HIGH,75.14,3
롯데케미칼_여수_L-LDPE_2019,Other Companies,Utility,600.0,370.9975066101234,12,High,ELECTRICITY,HIGH,3468.0,3
LG화학_여수_L-LDPE_2021,LG Chem,Utility,425.0,262.78990051550414,25,Medium,ELECTRICITY,HIGH,2890.0,3
한화솔루션_여수_L-LDPE_1986,Other Companies,Utility,288.0,178.0788031728593,20,High,ELECTRICITY,HIGH,1664.6399999999999,3
SSNC_울산_L-LDPE_2015,Other Companies,Utility,180.0,111.29925198303702,17,Low,ELECTRICITY,HIGH,1468.8,3
SK지오센트릭_울산_L-LDPE_1990,SK Chemicals,Utility,550.0,340.0810477259465,22,Low,ELECTRICITY,HIGH,4488.0,3
HD현대케미칼_대산_HDPE_2021,HD Hyundai Chemical,Utility,575.0,334.77064067143215,19,Low,ELECTRICITY,HIGH,4692.0,3
한화토탈에너지스_대산_HDPE_1991,HD Hyundai Chemical,Utility,180.0,104.7977657754048,25,Medium,ELECTRICITY,HIGH,1224.0,3
DL케미칼_여수_HDPE_1980,HD Hyundai Chemical,Utility,630.0,366.7921802139168,28,High,ELECTRICITY,HIGH,4733.82,3
롯데케미칼_여수_HDPE_1992,HD Hyundai Chemical,Utility,360.0,209.5955315508096,30,Low,ELECTRICITY,HIGH,3818.88,3
LG화학_여수_HDPE_1992,LG Chem,Utility,500.0,291.10490493168,29,Medium,ELECTRICITY,HIGH,4420.0,3
GS칼텍스_여수_HDPE_2021,HD Hyundai Chemical,Utility,650.0,378.4363764111841,32,Low,ELECTRICITY,HIGH,6895.2,3
대한유화_온산_HDPE_1976,HD Hyundai Chemical,Utility,210.0,122.26406007130564,32,Low,ELECTRICITY,HIGH,2227.68,3
SK지오센트릭_울산_HDPE_1990,SK Chemicals,Utility,490.0,285.28280683304644,32,Low,ELECTRICITY,HIGH,5197.92,3
롯데케미칼_대산_PP_2005,Other Companies,Utility,500.0,177.5571993941957,17,High,ELECTRICITY,HIGH,2890.0,3
HD현대케미칼_대산_PP_2021,HD Hyundai Chemical,Utility,380.0,134.94347153958876,13,Medium,ELECTRICITY,HIGH,2584.0,3
LG화학_대산_PP_2006,LG Chem,Utility,1117.0,396.6627834466332,33,Low,ELECTRICITY,HIGH,11849.136,3
한화토탈에너지스_대산_PP_1991,Other Companies,Utility,600.0,213.06863927303488,19,Medium,ELECTRICITY,HIGH,4080.0,3
롯데케미칼_여수_PP_1979,Other Companies,Utility,180.0,63.92059178191046,17,High,ELECTRICITY,HIGH,1040.4,3
GS칼텍스_여수_PP_1987,Other Companies,Utility,730.0,259.2335111155257,5,Medium,ELECTRICITY,HIGH,4467.6,3
폴리미래_여수_PP_1993,Other Companies,Utility,405.0,143.82133150929852,29,Low,ELECTRICITY,HIGH,4296.24,3
S-Oil_온산_PP_2018,Other Companies,Utility,550.0,195.3129193336153,11,Medium,ELECTRICITY,HIGH,3740.0,3
대한유화_온산_PP_1976,Other Companies,Utility,432.0,153.4094202765851,13,Medium,ELECTRICITY,HIGH,2937.6,3
SK지오센트릭_울산_PP_1990,SK Chemicals,Utility,400.0,142.04575951535656,28,High,ELECTRICITY,HIGH,3005.6,3
울산피피_울산_PP_2021,Other Companies,Utility,600.0,213.06863927303488,5,Medium,ELECTRICITY,HIGH,3672.0,3
LG화학_여수_PS_1984,LG Chem,Utility,40.0,23.2883923945344,16,Low,ELECTRICITY,HIGH,326.4,3
금호석유화학_울산_PS_1973,Other Companies,Utility,265.0,154.28559961379042,12,High,ELECTRICITY,HIGH,1531.7,3
HDC현대EP_울산_PS_1989,HD Hyundai Chemical,Utility,148.0,86.16705185977729,28,Medium,ELECTRICITY,HIGH,1308.32,3
한국이네오스스티롤루션_울산_PS_1985,Other Companies,Utility,266.0,154.86780942365377,15,Low,ELECTRICITY,HIGH,2170.56,3
SH에너지화학_군산_EPS_1973,Other Companies,Utility,100.0,31.41408278642653,23,Medium,ELECTRICITY,HIGH,680.0,3
롯데케미칼_여수_EPS_1989,Other Companies,Utility,90.0,28.272674507783872,21,Medium,ELECTRICITY,HIGH,612.0,3
LG화학_여수_EPS_1984,LG Chem,Utility,90.0,28.272674507783872,12,Medium,ELECTRICITY,HIGH,612.0,3
금호석유화학_울산_EPS_1973,Other Companies,Utility,80.0,25.131266229141225,7,Medium,ELECTRICITY,HIGH,489.6,3
HDC현대EP_울산_EPS_1989,HD Hyundai Chemical,Utility,80.0,25.131266229141225,7,High,ELECTRICITY,HIGH,416.15999999999997,3
한국바스프_울산_EPS_1982,Other Companies,Utility,85.0,26.70197036846255,5,Low,ELECTRICITY,HIGH,624.24,3
롯데케미칼_여수_ABS_1989,Other Companies,Utility,757.0,134.67356648612804,31,Low,ELECTRICITY,HIGH,8030.255999999999,3
LG화학_여수_ABS_1978,LG Chem,Utility,1030.0,183.24144449235385,9,Low,ELECTRICITY,HIGH,7564.32,3
금호석유화학_울산_ABS_1973,Other Companies,Utility,290.0,51.592251361924866,14,Low,ELECTRICITY,HIGH,2366.4,3
한국이네오스스티롤루션_울산_ABS_1990,Other Companies,Utility,276.0,49.10159095134918,11,Medium,ELECTRICITY,HIGH,1876.8,3
LG화학_대산_PVC_1998,LG Chem,Utility,240.0,133.9548330533619,30,Medium,ELECTRICITY,HIGH,2121.6,3
LG화학_여수_PVC_1976,LG Chem,Utility,450.0,251.16531197505353,13,Medium,ELECTRICITY,HIGH,3060.0,3
한화솔루션_여수_PVC_1990,Other Companies,Utility,480.0,267.9096661067238,32,Medium,ELECTRICITY,HIGH,4243.2,3
한화솔루션_울산_PVC_2066,Other Companies,Utility,330.0,184.1878954483726,11,Medium,ELECTRICITY,HIGH,2244.0,3
한화임팩트_대산_TPA_1997,Other Companies,Utility,700.0,238.72258241980936,13,Medium,ELECTRICITY,HIGH,4760.0,3
삼남석유화학_여수_TPA_1990,Other Companies,Utility,1500.0,511.54839089959154,12,Low,ELECTRICITY,HIGH,12240.0,3
한화임팩트_울산_TPA_1995,Other Companies,Utility,1300.0,443.34193877964606,16,Medium,ELECTRICITY,HIGH,8840.0,3
태광산업_울산_TPA_1980,Other Companies,Utility,1000.0,341.0322605997277,6,Medium,ELECTRICITY,HIGH,6120.0,3
효성화학_울산_TPA_1997,Other Companies,Utility,420.0,143.23354945188564,5,High,ELECTRICITY,HIGH,2184.84,3
카프로_울산_CPLM_1974,Other Companies,Utility,270.0,61.79834593287001,20,Medium,ELECTRICITY,HIGH,1836.0,3
SK케미칼_울산_DMT_1989,SK Chemicals,Utility,160.0,36.621242034293346,27,High,ELECTRICITY,HIGH,1202.24,3
롯데케미칼_대산_EG_2005,Other Companies,Utility,730.0,209.46898178610695,27,Medium,ELECTRICITY,HIGH,6453.2,3
한화토탈에너지스_대산_EG_1991,Other Companies,Utility,218.0,62.553750725166175,34,Medium,ELECTRICITY,HIGH,1927.1200000000001,3
롯데케미칼_여수_EG_1979,Other Companies,Utility,400.0,114.77752426635996,28,High,ELECTRICITY,HIGH,3005.6,3
대한유화_울산_EG_2014,Other Companies,Utility,200.0,57.38876213317998,9,Medium,ELECTRICITY,HIGH,1224.0,3
동서석유화학_울산_AN_1972,Other Companies,Utility,602.0,137.78742315402872,7,High,ELECTRICITY,HIGH,3131.6040000000003,3
태광산업_울산_AN_1997,Other Companies,Utility,290.0,66.37600118715667,16,High,ELECTRICITY,HIGH,1676.2,3
LG화학_대산_SBR_1996,LG Chem,Utility,80.0,18.310621017146673,12,Low,ELECTRICITY,HIGH,652.8,3
금호석유화학_울산_SBR_1973,Other Companies,Utility,183.0,41.88554557672301,26,Medium,ELECTRICITY,HIGH,1617.72,3
LG화학_대산_S-SBR_2012,LG Chem,Utility,80.0,18.310621017146673,31,High,ELECTRICITY,HIGH,601.12,3
금호석유화학_여수_S-SBR_2012,Other Companies,Utility,123.0,28.152579813863007,7,Medium,ELECTRICITY,HIGH,752.76,3
롯데베르살리스엘라스토머스_여수_S-SBR_2018,Other Companies,Utility,100.0,22.888276271433337,5,Medium,ELECTRICITY,HIGH,612.0,3
LG화학_대산_SB-Latex_1996,LG Chem,Utility,20.0,4.577655254286668,7,High,ELECTRICITY,HIGH,104.03999999999999,3
금호석유화학_울산_SB-Latex_1983,Other Companies,Utility,85.0,19.455034830718336,9,Medium,ELECTRICITY,HIGH,520.2,3
한국트린지오_울산_SB-Latex_1990,Other Companies,Utility,43.0,9.841958796716334,19,High,ELECTRICITY,HIGH,248.54,3
한솔케미칼_전주_SB-Latex_1996,Other Companies,Utility,60.0,13.732965762860005,18,High,ELECTRICITY,HIGH,346.8,3
LG화학_대산_BR_1996,LG Chem,Utility,220.0,50.35420779715334,7,Medium,ELECTRICITY,HIGH,1346.4,3
금호석유화학_여수_BR_1980,Other Companies,Utility,275.0,62.94275974644168,5,Medium,ELECTRICITY,HIGH,1683.0,3
LG화학_대산_NBR_1996,LG Chem,Utility,65.0,14.87737957643167,9,Medium,ELECTRICITY,HIGH,397.8,3
금호석유화학_울산_NBR_1987,Other Companies,Utility,92.0,21.057214169718673,30,Medium,ELECTRICITY,HIGH,813.28,3
LG화학_여수_NB-Latex_2008,LG Chem,Utility,205.0,46.92096635643834,27,Low,ELECTRICITY,HIGH,2174.64,3
금호석유화학_울산_NB-Latex_2012,Other Companies,Utility,946.0,216.5230935277594,18,Medium,ELECTRICITY,HIGH,6432.8,3
한솔케미칼_전주_NB-Latex_2021,Other Companies,Utility,28.0,6.408717356001335,11,Medium,ELECTRICITY,HIGH,190.4,3
금호폴리켐_여수_EPDM_1987,Other Companies,Utility,310.0,70.95365644144336,31,Medium,ELECTRICITY,HIGH,2740.4,3
롯데베르살리스엘라스토머스_여수_EPDM_2018,Other Companies,Utility,96.0,21.972745220576005,13,High,ELECTRICITY,HIGH,554.88,3
롯데이네오스화학_울산_초산_1991,Other Companies,Utility,710.0,162.50676152717674,19,Medium,ELECTRICITY,HIGH,4828.0,3
롯데이네오스화학_울산_초산비닐_1996,Other Companies,Utility,460.0,105.28607084859334,19,High,ELECTRICITY,HIGH,2658.8,3
한국알콜산업_울산_에탄올_1974,Other Companies,Utility,70.0,16.021793390003335,30,High,ELECTRICITY,HIGH,525.98,3
한국알콜산업_울산_초산에틸_1989,Other Companies,Utility,123.0,28.152579813863007,14,Low,ELECTRICITY,HIGH,1003.68,3
이수화학_울산_알킬벤젠_1973,Other Companies,Utility,180.0,41.19889728858001,32,Low,ELECTRICITY,HIGH,1909.44,3
애경케미칼_울산_PA_1972,Other Companies,Utility,210.0,48.06538017001001,17,Medium,ELECTRICITY,HIGH,1428.0,3
OCI_포항_PA_1983,OCI Company,Utility,60.0,13.732965762860005,23,Medium,ELECTRICITY,HIGH,408.0,3
애경케미칼_울산_MA_1988,Other Companies,Utility,8.0,1.831062101714667,11,High,ELECTRICITY,HIGH,46.24,3
용산케미칼_울산_MA_1976,Other Companies,Utility,38.0,8.697544983144667,21,High,ELECTRICITY,HIGH,219.64,3
코리아피티지_울산_MA_1992,Other Companies,Utility,30.0,6.866482881430002,24,High,ELECTRICITY,HIGH,173.4,3
OCI_군산_TDI_1990,OCI Company,Utility,50.0,11.444138135716669,33,Medium,ELECTRICITY,HIGH,442.0,3
한국바스프_여수_TDI_1988,Other Companies,Utility,160.0,36.621242034293346,8,Medium,ELECTRICITY,HIGH,979.2,3
